Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2359393,GROVER CLEVELAND ELEMENTARY SCHOOL,GROVER CLEVELAND ELEMENTARY SCHOOL,1387,School,Risk 1 (High),3121 W Byron ,CHICAGO,IL,60618,01/27/2020,Canvass Re-Inspection,Pass,,41.9520147036778,-87.70642927466382,"(-87.70642927466382, 41.9520147036778)"
2359368,ALBANY PARK CAMPUS/EDISON REGIONAL GIFTED CTR.,ALBANY PARK CAMPUS/EDISON REGIONAL GIFTED CTR.,32011,School,Risk 1 (High),4929 N Sawyer ST ,CHICAGO,IL,60625,01/27/2020,Canvass,Pass,,41.97114330330374,-87.70962724814486,"(-87.70962724814486, 41.97114330330374)"
2359366,Burr,Burr,22471,School,Risk 1 (High),1621 W Wabansia AVE ,CHICAGO,IL,60622,01/27/2020,Canvass,Pass,,41.91233061422757,-87.66864690988672,"(-87.66864690988672, 41.91233061422757)"
2359358,L&L ACADEMY AND PRESCHOOL LAKEVIEW,L&L ACADEMY AND PRESCHOOL LAKEVIEW,2225529,Daycare (2 - 6 Years),Risk 1 (High),1056 W BELMONT AVE ,CHICAGO,IL,60657,01/27/2020,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BASEMENT UNDER DAYCARE FLOOR CLUTTERED. INSTRUCTED MANAGER MUST RAISE ALL ITEMS OFF FLOOR OR REMOVE ITEMS.",41.93998540683519,-87.6563946938417,"(-87.6563946938417, 41.93998540683519)"
2359356,"OUT ON FAITH INFANTS & TODDLERS, INC.",OUT ON FAITH INFANTS & TODDLERS,2412171,Children's Services Facility,Risk 1 (High),1447 W DEVON AVE ,CHICAGO,IL,60660,01/27/2020,Canvass,Pass,,41.998006917823254,-87.66728832698396,"(-87.66728832698396, 41.998006917823254)"
2359352,Christopher School,Christopher School,30031,School,Risk 1 (High),5042 S Artesian AVE ,CHICAGO,IL,60632,01/27/2020,Canvass,Pass w/ Conditions,"48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO HIGH TEMPERATURE DISH MACHINE TEST STRIPS ON PREMISES AT THIS TIME, INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005, NO CITATION ISSUED. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED IN THE UNISEX TOILET ROOM TRASH RECEPTACLE WITHOUT COVER, INSTRUCTED TO PROVIDE COVER.",41.80167440247965,-87.68564410905982,"(-87.68564410905982, 41.80167440247965)"
2359351,NICKY'S CARRY OUT,NICKY'S CARRY OUT,2516664,Restaurant,Risk 1 (High),3501 S WESTERN BLVD ,CHICAGO,IL,60609,01/27/2020,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST PROVIDE COVERED RECEPTACLE IN WASHROOM THAT IS USED BY FEMALE EMPLOYEES.",41.8302408983754,-87.68431127815894,"(-87.68431127815894, 41.8302408983754)"
2359326,Rosebud Steakhouse,Rosebud Steakhouse,1043008,Restaurant,Risk 1 (High),192 E WALTON ST ,CHICAGO,IL,60611,01/24/2020,Complaint,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: INADEQUATE INSECTS CONTROL, FOUND 8 LIVE COCKROACHES BEHIND CHEST FREEZER IN KITCHEN, INSTRUCTED TO ELIMINATE INSECTS ACTIVITY IN ALL AFFECTED AREAS, PEST CONTROL SERVICE RECOMMENDED. PRIORITY FOUNDATION VIOLATION 7-38-020(A). | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: SEVERAL CRACKS AND CREVICES NOTED IN KITCHEN, WALL COVERINGS NOT MOUNTED PROPERLY, INSTRUCTED TO SEAL AND PATCH WALLS.",41.900150068517426,-87.62214674513696,"(-87.62214674513696, 41.900150068517426)"
2359323,The Dark Horse Tap and Grill,The Dark Horse Tap and Grill,1144544,Restaurant,Risk 1 (High),3443 N SHEFFIELD AVE ,CHICAGO,IL,60657,01/24/2020,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILD UP INSIDE FRYER (RIGHT SIDE FRYER). MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING PAINT FROM CEILING ABOVE DISHMACHINE DRAINBOARD. MUST REMOVE SAID PEELING PAINT.",41.94483708470645,-87.65410974708492,"(-87.65410974708492, 41.94483708470645)"
2359301,MILANO'S PIZZA,MILANO'S PIZZA,24438,Restaurant,Risk 1 (High),10945 S WESTERN AVE ,CHICAGO,IL,60643,01/24/2020,Canvass,Pass,,41.6940420332519,-87.681078992843,"(-87.681078992843, 41.6940420332519)"
2359299,7-ELEVEN #34724K,7-ELEVEN #34724K,2699414,Grocery Store,Risk 2 (Medium),128 N LA SALLE ST ,CHICAGO,IL,60602,01/24/2020,License,Pass,,41.883970468541214,-87.63257344018365,"(-87.63257344018365, 41.883970468541214)"
2359297,SUBWAY,SUBWAY,2125190,Restaurant,Risk 1 (High),4303 W IRVING PARK RD ,CHICAGO,IL,60641,01/24/2020,Canvass,Pass,"41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: WIPING CLOTH FOR WIPING THE PREP TABLES, CHOPPING BOARD,COOLERS,MUST BE STORED ON A BUCKET WITH SANITIZING SOLUTION IN BETWEEN USES. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CAULK AROUND THE HAND SINK IN THE REAR PREP AREA WORN OUT. MUST RE CAULK AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WATER STAINED CEILING TILES ABOVE THE WALK IN FREEZER. MUST REPLACE AND MAINTAIN.",41.95344677231726,-87.73558801933916,"(-87.73558801933916, 41.95344677231726)"
2359272,INFUSE HOSPITALITY,INFUSE,2631726,Restaurant,Risk 2 (Medium),350 N ORLEANS ST ,CHICAGO,IL,60654,01/24/2020,License,Pass,,41.888741038131876,-87.63708054058772,"(-87.63708054058772, 41.888741038131876)"
2359269,JUST SALADS ILLINOIS CENTER LLC,JUST SALADS ILLINOIS CENTER LLC,2671823,Restaurant,Risk 1 (High),111 E WACKER DR ,CHICAGO,IL,60601,01/24/2020,Canvass Re-Inspection,Pass,,41.88807942610461,-87.62404736976374,"(-87.62404736976374, 41.88807942610461)"
2359264,BRIDGEPORT BAKERY 2.0,BRIDGEPORT BAKERY,2704303,Bakery,Risk 2 (Medium),2907 S ARCHER AVE ,CHICAGO,IL,60608,01/24/2020,License Re-Inspection,Pass w/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO WRITTEN PROCEDURE NOR ADEQUATE SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND DIARRHEA EVENTS THAT CAN POTENTIALLY OCCUR IN THE FACILITY. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005.,41.84155769443237,-87.65786979347438,"(-87.65786979347438, 41.84155769443237)"
2359251,CHITOWN FUTBOL,CHITOWN FUTBOL,2698518,Restaurant,Risk 3 (Low),2343 S THROOP ST ,CHICAGO,IL,60608,01/23/2020,License,Pass,,41.849377228107315,-87.65847731791494,"(-87.65847731791494, 41.849377228107315)"
2357198,ASIAN CUISINE EXPRESS,ASIAN CUISINE EXPRESS,2327198,Restaurant,Risk 1 (High),3823 W 31ST ST ,CHICAGO,IL,60623,01/23/2020,Complaint,No Entry,,41.836838656288656,-87.72053342728425,"(-87.72053342728425, 41.836838656288656)"
2357197,LA PALAPA INC.,LA PALAPA,1885084,Restaurant,Risk 1 (High),2000 W 34TH ST ,CHICAGO,IL,60608,01/23/2020,Complaint,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(O) OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN EMPLOYEE HEALTH POLICY THAT INCLUDES A SIGNED ACKNOWLEDGEMENT FROM EACH EMPLOYEE. PRIORITY FOUNDATION. CITATION ISSUED 7-38-010. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED NO HAND WASHING SIGNS LOCATED AT THE HAND WASHING SINKS IN THE FOOD PREP AREA. INSTRUCTED TO PROVIDE. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-203.11 OBSERVED NO HAND WASHING SINK LOCATED AT THE COFFEE DRINK STATION IN THE CUSTOMER DINING AREA. INSTRUCTED TO PROVIDE A HAND WASHING SINK OR REMOVE COFFEE DRINK STATION IN THE CUSTOMER DINING AREA. PRIORITY FOUNDATION 7-38-030(C). | 14. REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION - Comments: 3-203.12 OBSERVED SHELLSTOCK (OYSTERS) IDENTIFICATION TAGS NOT ON FILE FROM THE PREVIOUS 90 DAYS. INSTRUCTED TO ALWAYS MAINTAIN A ADEQUATE AMOUNT OF SHELLSTOCK TAGS FOR AT LEAST 90 DAYS AFTER THE LAST ITEM FROM BATCH IS SOLD. PRIORITY FOUNDATION. CITATION ISSUED 7-38-005. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: 3-501.17 OBSERVED SOME READY TO EAT FOODS (COOKED SHRIMP, SLICED TOMATOES) IN THE PREP COOLER AND IN THE WALK IN COOLER WITHOUT LABELS CONTAINING THE PRODUCT DISCARD DATES. INSTRUCTED TO PROVIDE LABELS WITH DISCARD DATES FOR ALL READY TO EAT FOODS THAT ARE OUT OF THE ORIGINAL PACKAGING AND HELD FOR OVER 24 HOURS. PRIORITY FOUNDATION. CITATION ISSUED 7-38-005. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: 3-603.11 OBSERVED NO CONSUMER ADVISORY DISCLOSURE AND A REMINDER ON THE MENUS FOR ALL TCS FOODS THAT CAN BE ORDERED UNDERCOOKED OR RAW (OYSTERS, COCKTAILS, MUSSELS ETC). INSTRUCTED TO PROVIDE A DISCLOSURE AND A REMINDER ON THE MENU FOR ALL ITEMS THAT CAN BE ORDERED UNDERCOOKED OR RAW. PRIORITY FOUNDATION 7-38-005. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-302.12 OBSERVED NO METAL STEM THERMOMETER ON SITE TO TAKE TEMPERATURES OF COLD AND HOT FOODS. MANAGER ONLY PROVIDED A METAL STEM THERMOMETER THAT TAKES TEMPERATURES OF HOT FOODS. INSTRUCTED TO PROVIDE A METAL STEM THERMOMETER THAT TAKES TEMPERATURES OF COLD AND HOT FOODS. PRIORITY FOUNDATION 7-38-005. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: 5-103.11(B) OBSERVED INADEQUATE HOT WATER THRU OUT THE FACILITY; OBSERVED HOT WATER AT THE 3 COMPARTMENT SINK ONLY MAINTAINING 80F, HOT WATER AT THE HAND WASHING SINK IN THE TOILET ROOM AT 78F, HOT WATER AT THE FOOD PREP AREA HAND WASHING SINKS AT 81F AND HOT WATER AT THE 2 COMPARTMENT SINK AT 53F DURING THE INSPECTION. INSTRUCTED TO ALWAYS MAINTAIN ADEQUATE HOT WATER, 110F AT THE 3 COMPARTMENT SINK AND 2 COMPARTMENT SINK AND 100F AT ALL HAND WASHING SINKS, AT ALL TIMES THE FACILITY IS OPEN AND OPERATING. HOT WATER WAS RESTORED TO ALL SINKS BY THE END OF THE INSPECTION HOT WATER WAS AT 130F AT THE 3 COMPARTMENT AND 2 COMPARTMENT SINKS AND MAINTAINING AT 100F AT ALL OF THE HAND WASHING SINKS. PRIORITY VIOLATION. CITATION ISSUED 7-38-030(C). | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 UNABLE TO LOCATE THE BACK FLOW PREVENTION ON THE ICE MACHINE IN THE FOOD PREP AREA. INSTRUCTED TO LOCATE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED VARIOUS AREAS OF THE FLOOR NEED TO BE RE-GROUTED IN THE FOOD PREP AREA. OBSERVED HOLES IN VARIOUS AREAS OF THE CEILING TILES AND STAINED CEILING TILES THRU OUT THE FOOD PREP AREAS. INSTRUCTED TO MAKE THE ALL SURFACES SMOOTH AND EASILY CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 OBSERVED THE COVING IS DEATTACHED FROM THE WALL LOCATED BEHIND THE PREP TABLE. INSTRUCTED TO MAKE COVING TIGHT FITTING. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: 8-404.13(B:4) OBSERVED PREVIOUS CORE VIOLATION NOT CORRECTED FROM INSPECTION REPORT #2261311 DATED 1/29/19; #58 - PA 100-0367: **C** Allergen Training - All certified food service sanitation managers employed by a restaurant must receive or obtain training in basic allergen awareness principles within 30 days after employment and every 3 years thereafter. Training programs must be accredited by the American National Standards Institute or another reputable accreditation agency under the ASTM International E2659-09 (Standard Practice for Certificate Programs). OBSERVED NO ALLERGEN TRAINING CERTIFICATE ON PREMISES AT THIS TIME, INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION. CITATION ISSUED 7-42-090. | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: 8-304.11(A) OBSERVED PREVIOUS INSPECTION SUMMARY REPORT NOT DISPLAYED FOR PUBLIC VIEW. INSTRUCTED TO ALWAYS POST THE MOST PREVIOUS INSPECTION SUMMARY REPORT FOR PUBLIC VIEW AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-42-010(B).",41.83231583815303,-87.67538616782451,"(-87.67538616782451, 41.83231583815303)"
2357189,BROWN BAG SEAFOOD CO.,BROWN BAG SEAFOOD CO.,2703476,Restaurant,Risk 1 (High),333 S WABASH AVE ,CHICAGO,IL,60604,01/23/2020,License,Pass,,41.87745040460004,-87.62592197642603,"(-87.62592197642603, 41.87745040460004)"
2357176,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,GRAND BALLROOM,2709375,Restaurant,Risk 3 (Low),600 E GRAND AVE ,CHICAGO,IL,60611,01/23/2020,License,Pass,,41.892094136861786,-87.61156988394656,"(-87.61156988394656, 41.892094136861786)"
2357173,Clemente Comm  (H/S),Clemente Comm  (H/S),51091,School,Risk 1 (High),1147 N Western AVE ,CHICAGO,IL,60622,01/23/2020,Canvass,Pass,37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST PROPERLY LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN THE ORIGINAL CONTAINERS IN CULINARY KITCHEN FOOD PREP AREAS IN THE 2ND FLOOR. ,41.90262318255785,-87.68686934199641,"(-87.68686934199641, 41.90262318255785)"
2357179,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,GRAND BALLROOM,2709372,Restaurant,Risk 3 (Low),600 E GRAND AVE ,CHICAGO,IL,60611,01/23/2020,License,Pass,,41.892094136861786,-87.61156988394656,"(-87.61156988394656, 41.892094136861786)"
2357167,CHICAGO CHILDREN'S HOUSE,CHICAGO CHILDREN'S HOUSE,2684092,Children's Services Facility,Risk 1 (High),740 N MILWAUKEE AVE ,CHICAGO,IL,60642,01/23/2020,License,Pass,,41.895241937391525,-87.65408248359415,"(-87.65408248359415, 41.895241937391525)"
2357168,GREAT LAKE MEAT CO. / COUNTY BBQ,GREAT LAKE MEAT CO./ COUNTY BBQ,2708700,Restaurant,Risk 1 (High),333 S WABASH AVE ,CHICAGO,IL,60604,01/23/2020,License,Pass,,41.87745040460004,-87.62592197642603,"(-87.62592197642603, 41.87745040460004)"
2357144,WONDER MONTESSORI SCHOOL,WONDER MONTESSORI SCHOOL,2216178,Children's Services Facility,Risk 1 (High),5636 N PULASKI RD ,CHICAGO,IL,60646,01/23/2020,License,Pass,,41.98389736844486,-87.72860923179358,"(-87.72860923179358, 41.98389736844486)"
2357150,BUTTERCLAW,BUTTERCLAW,2694782,Catering,Risk 1 (High),4242 W FULLERTON AVE ,CHICAGO,IL,60639,01/23/2020,License,Pass,,41.92451447028701,-87.7334283377626,"(-87.7334283377626, 41.92451447028701)"
2357141,PASTEL ! INC.,PASTEL ! INC.,2694775,Bakery,Risk 2 (Medium),4814 S PULASKI RD ,CHICAGO,IL,60632,01/23/2020,License,Pass,,41.805546862502226,-87.72366059426938,"(-87.72366059426938, 41.805546862502226)"
2357138,SUBWAY SANDWICH,SUBWAY SANDWICH,55059,Restaurant,Risk 1 (High),1958 W PETERSON AVE ,CHICAGO,IL,60660,01/23/2020,Canvass,Pass w/ Conditions,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED CUSTOMERS GOING THROUGH FOOD PREP AREA TO USE WASHROOM. INSTRUCTED MANAGER TOILET ROOMS FOR PUBLIC USE SHALL BE LOCATED IN A PUBLIC PORTION OF THE RETAIL FOOD ESTABLISHMENT AND SHALL NOT BE LOCATED IN OR PUBLICLY ACCESSIBLE THROUGH FOOD PREPARATION AREA, WAREWASHING AREAS OR FOOD STORAGE AREAS. PRIORITY FOUNDATION VIOLATION. 7-38-030(C). CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO LID ON TRASH CAN IN EMPLOYEE BATHROOM. INSTRUCTED TO PROVIDE.",41.990792415942835,-87.67936519400483,"(-87.67936519400483, 41.990792415942835)"
2359268,BEAT KITCHEN,BEAT KITCHEN,1694767,Restaurant,Risk 1 (High),2100 W BELMONT AVE ,CHICAGO,IL,60618,01/23/2020,Canvass,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO WRITTEN CLEANING PROCEDURE OR REQUIRED EQUIPMENT ON SITE FOR A VOMITING OR DIARRHEA EVENT. MUST PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THE COOKS LINE HAND WASHING SINK NOT ACCESSIBLE FOR USE. SINK IS BLOCKED BY COOKING EQUIPMENT IE: GAS STOVE. APPROXIMATELY A 6 INCH OPENING BETWEEN THE GAS STOVE AND WALL TO ALLOW ACCESS TO STOVE. MUST REMOVE ANY COOKS LINE EQUIPMENT TO ALLOW ADEQUATE ACCESS TO THE HAND WASHING SINK OR RELOCATE THE SINK TO AN ACCESSIBLE AREA OF THE PREP/DISH ROOM. PRIORITY FOUNDATION VIOLATION 7-38-030(C) CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED INADEQUATE HOT WATER IN THE LADIES BASEMENT WASHROOM. WATER TEMPERATURE NOTED AT 72.7F. INSTRUCTED HOT WATER MUST REACH A MINIMUM OF 100 F. INSTRUCTED TO REPAIR. PRIORITY VIOLATION 7-38-030(C) CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED THE CHLORINE CHEMICAL DISH WASHING MACHINE NOT DISPENSING SANITIZER. NOTED 0 PPM CHLORINE AFTER SEVERAL ATTEMPTS AND PRIMING THE MACHINE. INSTRUCTED TO USE THE THREE COMPARTMENT SINK FOR WASHING, RINSING AND SANITIZING, REPAIR THE MACHINE TO PROPERLY DISPENSE CHLORINE. MACHINE TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED, C.D.P.H CONTACTED FOR RE-INSPECTION. PRIORITY VIOLATION. NO DISHES BEING WASHED AT TIME OF INSPECTION. NO CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: ALL DIRTY DISHES AND GLASSWARE MUST BE CLEANED AFTER USE. MUST NOT STORE DIRTY FOOD DISHES AND DIRTY BAR GLASSWARE FROM THE SERVICE OF THE DAY BEFORE AND HELD OVERNIGHT. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED PREPARED, READY TO EAT TCS FOODS THROUGHOUT THE WALK-IN AND STORAGE COOLERS NOT DATE LABELED WITH AN EXPIRATION DATE. NO FOODS FOUND WITH ANY LABELS.FOODS SUCH AS COOKED BEANS, COOKED PASTA, POTATOES, CARAMELIZED ONION. INSTRUCTED ALL TCS READY TO EAT FOODS HELD LONGER THAN 24 HOURS MUST BE PROPERLY DATE LABELED WITH AN EXPIRATION DATE NO LONGER THAN 7 DAYS. ALL FOODS DISCARDED. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED ANIMAL ORIGIN UNDER COOKED FOODS ON THE MENU NOT DISCLOSED OR REMINDED OF THE POTENTIAL DANGER AND REFERRING TO THE CONSUMER ADVISORY STATEMENT NOTED POSTED ON THE MENU. MUST REMIND AND DISCLOSE SUCH ITEMS. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: BROKEN INTERNAL THERMOMETER INSIDE THE COOKS LINE COOLER. MUST REPLACE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: ALL BULK FOOD CONTAINERS THROUGHOUT ALL STORAGE AREAS MUST BE PROPERLY LABELED WITH THE PRODUCT COMMON NAME. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: MUST NOT STORE CLEAN UTENSILS, POTS, PANS HANGING ABOVE THE WASH COMPARTMENT OF THE THREE COMPARTMENT SINK. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO QUATERNARY CHEMICAL TEST STRIPS ON SITE DURING THE INSPECTION FOR TESTING THE SANITATION LEVELS AT THE KITCHEN AND ALL BARS THREE COMPARTMENT SINKS. MUST PROVIDE QUATERNARY TEST STRIPS.PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXCESSIVE FOOD DEBRIS AND GREASE THROUGHOUT ALL KITCHEN COOLERS AND COOKS LINE EQUIPMENT. MUST CLEAN AND MAINTAIN ALL. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: METAL SHELVING THROUGHOUT THE KITCHEN WITH DIRT, RUST. MUST REMOVE RUST, CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACK FLOW PREVENTOR NOT LOCATED ON THE BASEMENT UTILITY SERVICE SINK TO BE SERVICED AND MAINTAINED. MUST PROVIDE A BACK FLOW PREVENTION DEVICE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: HOLE IN THE CEILING AT THE KITCHEN THREE COMPARTMENT SINK AREA. MUST SEAL/REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CRACKED AND DAMAGED FLOOR TILES ON THE COOKS LINE. DAMAGED AND MISSING FLOOR OF THE 2ND FLOOR BAR. MUST REPLACE/REPAIR ALL. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL FLOORS THROUGHOUT THE ENTIRE ESTABLISHMENT, THROUGHOUT THE KITCHEN, UNDER ALL EQUIPMENT, ALL SINKS, ALL BARS FOUND DIRTY WITH GREASE, FOOD DEBRIS, DIRT AND DEBRIS. MUST CLEAN AND MAINTAIN ALL FLOORS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL WALLS THROUGHOUT THE KITCHEN, AT THE COOKS LINE, ALL PREP COOLERS, AT THE THREE COMPARTMENT SINK WITH FOOD SPLATTER AND DIRT. MUST CLEAN ALL WALLS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL EXPOSED RAW, CHIPPING BRICK WALLS THROUGHOUT THE BASEMENT BOX FREEZER STORAGE AREAS, AT THE 2ND FLOOR BAR BEHIND THE BAR AT THE HAND WASHING STATION AND IN THE EMPLOYEE WASHROOM MUST BE COVERED, SEALED, COMPLETELY SMOOTH AND CLEANABLE. NO OPEN CRACKS, CREVICES OR HOLES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: observed Exposed utility lines and mechanicals above basement box freezers. Not smooth and easily cleanable ceiling above basement box freezers areas. Must install. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATES FOR ALL REQUIRED EMPLOYEES. MUST PROVIDE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO PROOF OF ALLERGEN TRAINING OR CERTIFICATES ON SITE FOR ALL THE CITY OF CHICAGO CERTIFIED FOOD MANAGERS. MUST PROVIDE. | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: NO SUMMARY REPORT FROM 2-27-19 POSTED VISIBLE TO CUSTOMERS. SUMMARY LOCATED INSIDE A BINDER ALONG WITH THE PREVIOUS INSPECTION REPORT. INSTRUCTED THE SUMMARY REPORT MUST BE POSTED VISIBLE TO ESTABLISHMENTS CUSTOMERS. PRIORITY FOUNDATION VIOLATION 7-42-010(B) CITATION ISSUED.",41.93965193153802,-87.6809032053269,"(-87.6809032053269, 41.93965193153802)"
2357134,SUBWAY,SUBWAY,2609028,Restaurant,Risk 1 (High),1431 W 95TH ST ,CHICAGO,IL,60643,01/23/2020,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED 2ND WASHROOM  NOT BEING USED FOR STORAGE. INSTRUCTED TO ORGANIZE ALL STORED ITEMS TO PREVENT ANY PEST HARBORAGE AREA.",41.721150403975535,-87.65896665104286,"(-87.65896665104286, 41.721150403975535)"
2356889,MATI'S THE COFFEE COMPANY,MATI'S THE COFFEE COMPANY,2663751,Restaurant,Risk 1 (High),5301 W BELMONT AVE ,CHICAGO,IL,60641,01/22/2020,Canvass Re-Inspection,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17- MUST PROVIDE LID/COVER FOR THE WASTE RECEPTACLES INSIDE THE WOMEN'S WASHROOM AND MAINTAIN.",41.93855671746133,-87.75925719937484,"(-87.75925719937484, 41.93855671746133)"
2357127,NORI SUSHI & NOODLE SHOP,NORI SUSHI & NOODLE SHOP,1473514,Restaurant,Risk 1 (High),1235 W DEVON AVE ,CHICAGO,IL,60660,01/22/2020,Canvass Re-Inspection,Pass,,41.99806349937625,-87.66197773196627,"(-87.66197773196627, 41.99806349937625)"
2357124,LIFTED MART CORP.,LIFTED MART,2684132,Grocery Store,Risk 3 (Low),2057- 2059 N PULASKI RD ,CHICAGO,IL,60639,01/22/2020,License,Not Ready,,41.9188912639404,-87.7264653149867,"(-87.7264653149867, 41.9188912639404)"
2357116,SUBWAY,SUBWAY,1516668,Restaurant,Risk 1 (High),66 E WASHINGTON ST ,CHICAGO,IL,60602,01/22/2020,Canvass Re-Inspection,Pass,,41.883331978623964,-87.62545882753577,"(-87.62545882753577, 41.883331978623964)"
